county_fips,county_nm,county_pop,total_bg_pop,pop_11,pop_12,pop_13,pop_21,pop_22,pop_23,pop_31,pop_32,pop_33,pop_41,pop_42,pop_43,urban_suburban_pop,rural_pop,urban_suburban_perc,rural_perc,metro_fips,metro_nm,city_name,city_pop,city_contains_small_urban,city_contains_mid_sized_urban,city_contains_large_urban,MSA_large_urban,MSA_mid_sized_urban,locale_type
18007,"Benton County, Indiana",8729,8707.99999920334,,,,,,,,,,7.29119985758907,7807.25584646912,893.452952876636,0,8707.99999920334,0,1,29200,"Lafayette-West Lafayette, IN",,,,,,0,0,Rural
18009,"Blackford County, Indiana",11893,12006.9996186661,,,,,,,,4528.70192828902,,2903.3545760477,4574.9431143294,,0,7478.2976903771,0,0.622828177553309,,,,,,,,0,0,Rural
18011,"Boone County, Indiana",76120,72826.9995602384,2.83640132253007,3.1845493550584,,23314.9077683405,,,12229.3824078966,,,27431.9748957658,9844.71353755784,,23320.9287190181,37276.6884333237,0.320223665122004,0.511852591187565,26900,"Indianapolis-Carmel-Greenwood, IN",,,,,,1,0,Small town
18013,"Brown County, Indiana",15653,15543.0000000046,,,,,,,,,,416.065789845626,15126.934210159,,0,15543.0000000046,0,1,26900,"Indianapolis-Carmel-Greenwood, IN",,,,,,1,0,Rural
18015,"Carroll County, Indiana",20525,20443.0000012934,,,,,,,,351.525962639154,,2226.2592635627,17865.2147750915,,0,20091.4740386542,0,0.982804580413006,29200,"Lafayette-West Lafayette, IN",,,,,,0,0,Rural
18017,"Cass County, Indiana",37666,37702.9999696905,,,,,,,11.5650625544129,17864.9420020705,,9552.62422110744,10101.6277815885,172.240902369676,0,19826.4929050656,0,0.525859823382865,,,,,,,,0,0,Rural
18019,"Clark County, Indiana",125467,122799.99992201,126.339511251644,,,82618.2631105871,,,2272.98891577606,,,25749.3598576227,12033.0485267728,,82744.6026218387,37782.4083843955,0.673815982690468,0.307674335573216,31140,"Louisville/Jefferson County, KY-IN","Jeffersonville city, Indiana",51235,1,0,0,1,0,Suburban
18021,"Clay County, Indiana",26460,26430.9999660717,,,,,,,7914.73020771589,,,9186.38681920773,9329.88293914806,,0,18516.2697583558,0,0.700551238399013,45460,"Terre Haute, IN",,,,,,0,0,Rural
18023,"Clinton County, Indiana",32730,32966.9997538395,,,,,,,,12095.4928440301,,6915.28437088492,13956.2225389244,,0,20871.5069098094,0,0.633103014094529,,,,,,,,0,0,Rural
18025,"Crawford County, Indiana",10438,10493.9999992516,,,,,,,,,,,3916.09140807065,6577.90859118096,0,10493.9999992516,0,1,,,,,,,,0,0,Rural
18027,"Daviess County, Indiana",33656,33441.999672633,,,,,,,,,10770.6317427611,4740.40074157031,12102.9915265821,5827.97566171953,0,22671.3679298719,0,0.677930989528263,,,,,,,,0,0,Rural
18029,"Dearborn County, Indiana",51215,50827.999934185,,,,,,,14170.3254420583,,,17726.385985835,18931.2885062917,,0,36657.6744921267,0,0.721210249067309,17140,"Cincinnati, OH-KY-IN",,,,,,1,0,Small town
18031,"Decatur County, Indiana",26399,26410.9998791389,,,,,,,,8915.37635219044,,4778.94279406373,12716.6807328847,,0,17495.6235269484,0,0.662437000000429,,,,,,,,0,0,Rural
18033,"DeKalb County, Indiana",44198,43583.9998633707,,,,,,,13279.831660147,,,14497.3627557696,15790.2754013912,16.530046062966,0,30304.1682032237,0,0.69530488936818,,,,,,,,0,0,Rural
18035,"Delaware County, Indiana",112321,112108.998767431,,,62585.2451756005,,,15051.7585608093,,,,27509.9741813353,6962.02084968621,,77637.0037364098,34471.9950310215,0.692513576875901,0.307486423124099,34620,"Muncie, IN","Muncie city, Indiana",65081,1,0,0,0,0,Small urban
18037,"Dubois County, Indiana",43546,43562.9993498974,,,,,,,,13610.752329623,,14117.0528679669,13873.0777229977,1962.11642930977,0,29952.2470202744,0,0.687561634122076,,,,,,,,0,0,Rural
18039,"Elkhart County, Indiana",206409,206867.997443902,,,83075.5465961103,3837.77225959138,50442.0027642078,,5037.15271556177,,,54975.1012419327,9500.42186649766,,137355.321619909,64475.5231084304,0.663975691344706,0.311674709984636,21140,"Elkhart-Goshen, IN","Elkhart city, Indiana",53484,1,0,0,0,0,Small urban
18041,"Fayette County, Indiana",23362,23389.9999088013,,,,,,,,10191.6623923889,,7158.11626214213,6040.22125427028,,0,13198.3375164124,0,0.564272662157902,,,,,,,,0,0,Rural
18043,"Floyd County, Indiana",80809,80511.9991648069,23.8868880054476,,,48567.20367105,,,,,,28769.7466680511,3151.16193770036,,48591.0905590555,31920.9086057515,0.60352607143179,0.396473928568211,31140,"Louisville/Jefferson County, KY-IN",,,,,,1,0,Suburban
18045,"Fountain County, Indiana",16731,16546.0000000047,,,,,,,,,,,12856.9447322129,3689.05526779181,0,16546.0000000047,0,1,,,,,,,,0,0,Rural
18047,"Franklin County, Indiana",23096,22928.9999973402,,,,,,,,302.955968902567,,3934.89416311087,18515.3025492251,175.847316101633,0,22626.0440284376,0,0.98678721405479,17140,"Cincinnati, OH-KY-IN",,,,,,1,0,Rural
18049,"Fulton County, Indiana",20358,20410.9998610901,,,,,,,,5409.26715692565,,3056.5398772291,10161.7849883081,1783.40783862727,0,15001.7327041645,0,0.734982744905239,,,,,,,,0,0,Rural
18051,"Gibson County, Indiana",32904,32985.9999901356,,,,,,,,5450.69702379251,,7322.10075364686,20213.2022126962,,0,27535.3029663431,0,0.834757259885329,,,,,,,,0,0,Rural
18053,"Grant County, Indiana",66200,66376.9994556652,,,,,,,,30232.5506576806,,18691.044059814,17453.4047381706,,0,36144.4487979846,0,0.544532731132663,,,,,,,,0,0,Small town
18055,"Greene County, Indiana",31196,30954.0000008223,,,,,,,,3334.11096571886,,5481.69825565009,22121.5080683435,16.6827111098004,0,27619.8890351034,0,0.892288202958251,,,,,,,,0,0,Rural
18057,"Hamilton County, Indiana",371645,357175.994401199,9.57514125920059,98717.7014640884,,202064.619014611,,,,,,53630.6470280335,2753.45175320657,,300791.895619959,56384.09878124,0.842139170422785,0.157860829577215,26900,"Indianapolis-Carmel-Greenwood, IN","Fishers city, Indiana",104094,0,1,0,1,0,Suburban
18059,"Hancock County, Indiana",86166,82012.9991524263,3.05669482557361,,,37594.4071693566,,,,,,40958.9983782932,3456.53690995098,,37597.4638641821,44415.5352882441,0.458432983218976,0.541567016781024,26900,"Indianapolis-Carmel-Greenwood, IN",,,,,,1,0,Small town
18061,"Harrison County, Indiana",40006,39785.0000064359,,,,,,,,1419.68300103239,,13138.5162387443,25226.8007666593,,0,38365.3170054035,0,0.964316124147223,31140,"Louisville/Jefferson County, KY-IN",,,,,,1,0,Rural
18063,"Hendricks County, Indiana",186387,179378.998916785,7.60963283669073,,,133011.314732748,,,,,,39996.9383815025,6363.13616969803,,133018.924365584,46360.0745512005,0.741552384442132,0.258447615557868,26900,"Indianapolis-Carmel-Greenwood, IN",,,,,,1,0,Suburban
18065,"Henry County, Indiana",48929,48895.9996999012,,,,,,,,14877.9141103131,,14891.264336526,19126.8212530621,,0,34018.085589588,0,0.695723286125119,,,,,,,,0,0,Rural
18067,"Howard County, Indiana",83831,83609.9976885348,,,51980.352331381,,,1257.38987755271,,,,24726.4566629835,5645.79881661755,,53237.7422089337,30372.2554796011,0.636738950851975,0.363261049148025,29020,"Kokomo, IN","Kokomo city, Indiana",59890,1,0,0,0,0,Small urban
18069,"Huntington County, Indiana",36781,36756.999865399,,,,,,,,14292.1238078851,,9941.69081495152,12523.1852425623,,0,22464.8760575138,0,0.611172732806766,,,,,,,,0,0,Rural
18071,"Jackson County, Indiana",46460,46318.9999133294,,,,,,,,16500.4775585824,,11422.5294344328,17030.495598298,1365.49732201621,0,29818.522354747,0,0.643764382014776,,,,,,,,0,0,Rural
18073,"Jasper County, Indiana",33535,33197.9998802475,,,,,,,,3311.48982021784,,1995.62939374928,27762.4397860199,128.440880260537,0,29886.5100600297,0,0.900250321339746,16980,"Chicago-Naperville-Elgin, IL-IN",,,,,,1,0,Rural
18075,"Jay County, Indiana",20032,20280.999805532,,,,,,,,4066.51475123928,,3722.26790093632,12350.0140774864,142.203075869988,0,16214.4850542928,0,0.799491406230867,,,,,,,,0,0,Rural
18077,"Jefferson County, Indiana",33056,33073.9998764531,,,,,,,,9895.22612286756,,12097.7807677129,10837.0828092794,243.910176593257,0,23178.7737535855,0,0.700815560263927,,,,,,,,0,0,Rural
18079,"Jennings County, Indiana",27622,27583.9999498937,,,,,,,,3796.37948386371,,8839.19307776673,14837.870396127,110.556992136258,0,23787.62046603,0,0.862370233078603,,,,,,,,0,0,Rural
18081,"Johnson County, Indiana",167819,163982.99892087,1.46878523863323,,56263.681216893,53734.3656982362,,3608.37272604483,,,,45238.0551856831,5137.05530877464,,113607.888426413,50375.1104944578,0.692802846478212,0.307197153521788,26900,"Indianapolis-Carmel-Greenwood, IN","Greenwood city, Indiana",66296,1,0,0,1,0,Suburban
18083,"Knox County, Indiana",36070,36107.9999774154,,,,,,,,,15005.6348060448,7440.38085755853,11045.3982528835,2616.5860609286,0,21102.3651713706,0,0.584423540062302,,,,,,,,0,0,Rural
18085,"Kosciusko County, Indiana",80364,80356.9999529172,,,,,,,4103.9646752965,24715.1454758136,,31151.8602155254,20386.0295862817,,0,51537.8898018071,0,0.641361546996581,,,,,,,,0,0,Small town
18087,"LaGrange County, Indiana",40907,40595.9999999927,,,,,,,,,,610.121166165708,39946.8393839763,39.0394498507126,0,40595.9999999927,0,1,,,,,,,,0,0,Rural
18089,"Lake County, Indiana",500598,498560.963714157,12.5243430874235,,,434865.132553115,,,14911.0378154051,,,44525.8716108444,4246.39739170422,,434877.656896203,48772.2690025487,0.87226575794557,0.0978260885874563,16980,"Chicago-Naperville-Elgin, IL-IN","Hammond city, Indiana",76193,1,0,0,1,0,Suburban
18091,"LaPorte County, Indiana",111706,112014.624370302,,,45893.3203305296,,,8360.9228498846,1596.01388905744,,,41922.5127423939,14241.8545584367,,54254.2431804142,56164.3673008306,0.484349641713375,0.501402094740418,33140,"Michigan City-La Porte, IN",,,,,,0,0,Small urban
18093,"Lawrence County, Indiana",45084,45076.9999140914,,,,,,,,10764.680717155,,11605.7605757419,22230.5660792853,475.992541909125,0,34312.3191969364,0,0.761193496956973,,,,,,,,0,0,Rural
18095,"Madison County, Indiana",132504,130948.997240813,,,51556.1324747933,1836.27392970551,,14955.9238232972,3091.62452978012,6893.7890428787,,46521.4258460979,6093.82759426046,,68348.3302277961,52615.2534403584,0.521946190256841,0.401799590290865,26900,"Indianapolis-Carmel-Greenwood, IN","Anderson city, Indiana",55199,1,0,0,1,0,Suburban
18097,"Marion County, Indiana",968460,971821.98832783,856826.800480463,2.12048894026764,9.04995112093184,92129.6665402967,,,,,,22854.3508670093,,,948967.637460821,22854.3508670093,0.976482986450704,0.023517013549296,26900,"Indianapolis-Carmel-Greenwood, IN","Indianapolis city (balance), Indiana",879293,0,0,1,1,0,Large urban
18099,"Marshall County, Indiana",46352,46224.9999908679,,,,,,,,8892.86309525475,,9912.43191789578,27265.7398833638,153.96509435352,0,37332.1368956131,0,0.807617888653075,,,,,,,,0,0,Rural
18101,"Martin County, Indiana",9897,9854.00000000101,,,,,,,,,,,1573.45787601672,8280.54212398428,0,9854.00000000101,0,1,,,,,,,,0,0,Rural
18103,"Miami County, Indiana",35402,35771.9997884726,,,,,,74.3378775634793,3190.12221916102,9477.63367731782,,12967.1077063739,9886.12303362335,176.675274433029,74.3378775634793,23029.9060144303,0.00207810237065456,0.643796996271133,,,,,,,,0,0,Rural
18105,"Monroe County, Indiana",139342,139821.999617288,,,74887.0785190575,,23106.789616897,,,,,38016.9641118862,3811.16736944762,,97993.8681359545,41828.1314813338,0.70084728014316,0.29915271985684,14020,"Bloomington, IN","Bloomington city, Indiana",78840,1,0,0,0,0,Small urban
18107,"Montgomery County, Indiana",38573,38155.0000203921,,,,,,,,13093.410344276,,8993.45031794598,15674.5331373503,393.606220819791,0,25061.5896761161,0,0.656836316674665,,,,,,,,0,0,Rural
18109,"Morgan County, Indiana",73227,72201.9993964373,1.47229079191031,,,15552.0975059682,,,8683.45118167429,,,30317.8595710264,17647.1188469765,,15553.5697967601,47964.9784180029,0.215417438945986,0.664316484570504,26900,"Indianapolis-Carmel-Greenwood, IN",,,,,,1,0,Small town
18111,"Newton County, Indiana",13960,13858.9999990739,,,,,,,,,,,10847.4347632867,3011.56523578719,0,13858.9999990739,0,1,16980,"Chicago-Naperville-Elgin, IL-IN",,,,,,1,0,Rural
18113,"Noble County, Indiana",47430,47416.9999770279,,,,,,,0.015243429557586,7421.76429918752,,9671.40067122823,30323.8197631826,,0,39995.2204344108,0,0.843478508842552,,,,,,,,0,0,Rural
18115,"Ohio County, Indiana",6004,5992.99999750746,,,,,,,,,,420.653748366958,5572.3462491405,,0,5992.99999750746,0,1,17140,"Cincinnati, OH-KY-IN",,,,,,1,0,Rural
18117,"Orange County, Indiana",19638,19745.9999999966,,,,,,,,,,,1419.95081510494,18326.0491848917,0,19745.9999999966,0,1,,,,,,,,0,0,Rural
18119,"Owen County, Indiana",21532,21434.000000004,,,,,,,,,,2853.2528178088,18580.7471821953,,0,21434.000000004,0,1,14020,"Bloomington, IN",,,,,,0,0,Rural
18121,"Parke County, Indiana",16484,16345.9999999968,,,,,,,4.74355906191579,,,1408.8151778086,14422.3145794329,510.126683693404,0,16341.2564409349,0,0.9997098030673,,,,,,,,0,0,Rural
18123,"Perry County, Indiana",19209,19217.999992851,,,,,,,,5137.4357270764,,5789.49388828574,4011.01165181453,4280.05872567433,0,14080.5642657746,0,0.732675838849646,,,,,,,,0,0,Rural
18125,"Pike County, Indiana",12106,12186.9999999989,,,,,,,,,,,8308.85944185465,3878.14055814424,0,12186.9999999989,0,1,,,,,,,,0,0,Rural
18127,"Porter County, Indiana",175335,174107.477818137,,,0.023836283425024,67229.1905644471,,47772.0287124887,3471.74071832574,,,44076.8354335987,11557.6585529934,,115001.243113219,55634.4939865921,0.66051868968743,0.319541094292945,16980,"Chicago-Naperville-Elgin, IL-IN",,,,,,1,0,Suburban
18129,"Posey County, Indiana",25040,25162.9999447419,,,,,227.491187622011,,4012.38342666884,,,9843.51038290181,11079.6149475492,,227.491187622011,20923.1253304511,0.00904070214686575,0.831503611508897,21780,"Evansville, IN",,,,,,0,1,Rural
18131,"Pulaski County, Indiana",12385,12440.9999999963,,,,,,,,,,,4087.51927681106,8353.48072318524,0,12440.9999999963,0,1,,,,,,,,0,0,Rural
18133,"Putnam County, Indiana",37567,37090.9999891773,,,,,,,,7950.83522776046,,5654.79127415803,23479.3883809102,5.98510634864734,0,29140.1647614169,0,0.785639771640549,,,,,,,,0,0,Rural
18135,"Randolph County, Indiana",24216,24424.9999476073,,,,,,,,2243.31192071439,,9652.4058270723,12491.6550288825,37.6271709381759,0,22181.6880268929,0,0.908155090050096,,,,,,,,0,0,Rural
18137,"Ripley County, Indiana",29227,29038.9999888316,,,,,,,,3621.15950648702,,3115.7879612972,15694.4959339649,6607.5565870825,0,25417.8404823446,0,0.875300130587151,,,,,,,,0,0,Rural
18139,"Rush County, Indiana",16847,16733.9999923096,,,,,,,,2662.1310039087,,4732.08432399496,9319.1801869548,20.6044774511308,0,14071.8689884009,0,0.84091484372343,,,,,,,,0,0,Rural
18141,"St. Joseph County, Indiana",272848,272573.996832538,,99423.6336718157,46497.2115439601,86222.0184072774,0.556567343286236,,,,,29152.31466792,11278.2619742211,,232143.420190397,40430.5766421411,0.851671189798121,0.148328810201879,43780,"South Bend-Mishawaka, IN-MI","South Bend city, Indiana",103395,0,1,0,0,1,Mid-sized urban
18143,"Scott County, Indiana",24657,24467.9998435033,,,,,,,,4616.54692993989,,8962.95716272949,10888.4957508339,,0,19851.4529135634,0,0.811323076693346,,,,,,,,0,0,Rural
18145,"Shelby County, Indiana",45231,45103.9999128197,,,,,,11.5703077308393,,15532.1972286163,,16178.9730355772,13381.2593408954,,11.5703077308393,29560.2323764725,0.000256525092080596,0.65537939946809,26900,"Indianapolis-Carmel-Greenwood, IN",,,,,,1,0,Rural
18147,"Spencer County, Indiana",19910,19870.9999947307,,,,,,,,,,3065.98254979318,16723.7156640844,81.3017808530726,0,19870.9999947307,0,1,,,,,,,,0,0,Rural
18149,"Starke County, Indiana",23206,23299.9999999973,,,,,,,,,,,22552.5947497746,747.40525022277,0,23299.9999999973,0,1,,,,,,,,0,0,Rural
18151,"Steuben County, Indiana",34917,34647.9998455527,,,,,,,,7986.36396085589,,13423.307065004,13081.1105943696,157.218225323237,0,26661.6358846968,0,0.769500000102286,,,,,,,,0,0,Rural
18153,"Sullivan County, Indiana",20757,20766.0000115649,,,,,,,,3805.0799236712,,3628.47711222142,12925.303562212,407.139413460354,0,16960.9200878938,0,0.816763944835208,45460,"Terre Haute, IN",,,,,,0,0,Rural
18155,"Switzerland County, Indiana",10019,9913.99999753789,,,,,,,,,,509.598042602688,9283.19530508473,121.206649850467,0,9913.99999753789,0,1,,,,,,,,0,0,Rural
18157,"Tippecanoe County, Indiana",188792,187398.998771088,,,118122.265872009,,32294.8214775518,,,,,30758.2643394195,6223.647082107,,150417.087349561,36981.9114215265,0.802656835607213,0.197343164392787,29200,"Lafayette-West Lafayette, IN","Lafayette city, Indiana",71216,1,0,0,0,0,Small urban
18159,"Tipton County, Indiana",15256,15328.9999880404,,,,,,23.9105751055842,3068.7875448227,2.31539303433432,,7552.13206586885,4681.85440920892,,23.9105751055842,12233.9864750778,0.00155982615462451,0.798094232149694,26900,"Indianapolis-Carmel-Greenwood, IN",,,,,,1,0,Rural
18161,"Union County, Indiana",6973,7027.99999884505,,,,,,,,,,29.9062252010564,6998.093773644,,0,7027.99999884505,0,1,,,,,,,,0,0,Rural
18163,"Vanderburgh County, Indiana",179810,179907.998421563,,116272.529634689,,,38979.6536681795,,,,,23863.8875884023,791.927530292131,,155252.183302869,24655.8151186944,0.862953201997609,0.137046798002391,21780,"Evansville, IN","Evansville city, Indiana",115332,0,1,0,0,1,Mid-sized urban
18165,"Vermillion County, Indiana",15417,15451.9990634624,,,,,,,4226.15643603898,0.01151500780584,,3957.32932637041,6734.23771373255,534.264072312635,0,11225.8311124156,0,0.726497009630299,45460,"Terre Haute, IN",,,,,,0,0,Rural
18167,"Vigo County, Indiana",106153,106200.999569666,,,53633.7019370932,,,13985.5893115714,,,,34758.3552659933,3823.35305500818,,67619.2912486646,38581.7083210015,0.636710497289693,0.363289502710307,45460,"Terre Haute, IN","Terre Haute city, Indiana",58502,1,0,0,0,0,Small urban
18169,"Wabash County, Indiana",30670,30900.9999328952,,,,,,,,11705.9475420529,,7188.62354952072,12006.4288413216,,0,19195.0523908423,0,0.621179004968332,,,,,,,,0,0,Rural
18171,"Warren County, Indiana",8518,8468.99999993983,,,,,,,,,,124.843302515215,8150.62558670939,193.531110715233,0,8468.99999993983,0,1,29200,"Lafayette-West Lafayette, IN",,,,,,0,0,Rural
18173,"Warrick County, Indiana",65867,64649.9995771134,,0.592048940607052,,,35593.9478667546,,3814.95311356757,,,18658.6300346555,6581.87651319511,,35594.5399156952,25240.5065478506,0.550572933465199,0.390417737245987,21780,"Evansville, IN",,,,,,0,1,Suburban
18175,"Washington County, Indiana",28205,28166.9999921334,,,,,,,,4143.36550285899,,5358.30520740116,18210.7702641306,454.559017742621,0,24023.6344892744,0,0.852900006957924,31140,"Louisville/Jefferson County, KY-IN",,,,,,1,0,Rural
18177,"Wayne County, Indiana",66127,66376.9997904199,,,,,,,,33140.7485397583,,14979.4346141386,18256.816636523,,0,33236.2512506616,0,0.500719396110135,,,,,,,,0,0,Small town
18179,"Wells County, Indiana",28555,28261.0000655686,,,,,,,,6396.10256097428,,8575.24660196948,13267.8132745072,21.8376281176197,0,21864.8975045943,0,0.77367741601024,23060,"Fort Wayne, IN",,,,,,1,0,Rural
18181,"White County, Indiana",24917,24708.9999882046,,,,,,,,5650.58943176942,,7657.34344498837,11401.0671114468,,0,19058.4105564352,0,0.771314523676925,,,,,,,,0,0,Rural
18183,"Whitley County, Indiana",34742,34387.9999350572,,,,36.7665511089324,,,6268.6921708162,,,11044.5369421735,17038.0042709586,,36.7665511089324,28082.5412131321,0.00106916805799602,0.816637817441166,23060,"Fort Wayne, IN",,,,,,1,0,Rural
19001,"Adair County, Iowa",7389,7471.00000000275,,,,,,,,,,,821.859946207418,6649.14005379534,0,7471.00000000275,0,1,,,,,,,,0,0,Rural
19003,"Adams County, Iowa",3544,3640.99999999886,,,,,,,,,,,431.69186300949,3209.30813698937,0,3640.99999999886,0,1,,,,,,,,0,0,Rural
19005,"Allamakee County, Iowa",14074,14037.9999991481,,,,,,,,,3.0021102246e-05,53.0293863411897,3757.30263922159,10227.6679435642,0,14037.9999691269,0,0.99999999786144,,,,,,,,0,0,Rural
19007,"Appanoose County, Iowa",12119,12241.9994083531,,,,,,,,,2718.78426860026,3886.08098440362,4199.5287000558,1437.60545529343,0,9523.21513975285,0,0.777913380166875,,,,,,,,0,0,Rural
19009,"Audubon County, Iowa",5534,5621.99999999978,,,,,,,,,,,203.746380533882,5418.2536194659,0,5621.99999999978,0,1,,,,,,,,0,0,Rural
19011,"Benton County, Iowa",25796,25698.0000007219,,,,,,,,1236.01361078251,,6038.43964660248,17191.1455403136,1232.40120302333,0,24461.9863899394,0,0.95190234217652,16300,"Cedar Rapids, IA",,,,,,0,1,Rural
19013,"Black Hawk County, Iowa",130471,130692.999581011,,,89647.8860397579,,5367.91680489025,,,,,29711.8887434393,5965.30799292328,,95015.8028446482,35677.1967363626,0.727015242968329,0.272984757031671,47940,"Waterloo-Cedar Falls, IA","Waterloo city, Iowa",66606,1,0,0,0,0,Small urban
19015,"Boone County, Iowa",26590,26668.9995698964,,,0.00123548634831,,,6.1804766869888,9035.43546366778,,,5967.57880583269,11639.510314384,20.2932738385317,6.18171217333711,17627.3823940552,0.000231793928269996,0.660969015648896,11180,"Ames, IA",,,,,,0,0,Rural
19017,"Bremer County, Iowa",25307,25117.9999906029,,,,,,,,4004.60213216312,,7651.51456833163,13070.9408949362,390.942395171875,0,21113.3978584397,0,0.84056843165613,47940,"Waterloo-Cedar Falls, IA",,,,,,0,0,Rural
19019,"Buchanan County, Iowa",20691,20644.9999712519,,,,,,,,2774.01378958825,,5853.03577618517,11642.5617767212,375.388628757284,0,17870.9861816636,0,0.865632657134848,,,,,,,,0,0,Rural
19021,"Buena Vista County, Iowa",20567,20684.000000808,,,,,,,,,1811.53350099101,9951.55140881293,5596.68076677076,3324.23432423329,0,18872.466499817,0,0.912418608541856,,,,,,,,0,0,Rural
19023,"Butler County, Iowa",14172,14301.0000000024,,,,,,,,,,465.989697448872,10249.7957982518,3585.21450430177,0,14301.0000000024,0,1,,,,,,,,0,0,Rural
19025,"Calhoun County, Iowa",9763,9858.00000000248,,,,,,,,,,,60.2574334939988,9797.74256650848,0,9858.00000000248,0,1,,,,,,,,0,0,Rural
19027,"Carroll County, Iowa",20522,20676.9999285112,,,,,,,,,6818.12023238971,4019.69004094931,5481.74291777658,4357.44673739563,0,13858.8796961215,0,0.670255827442921,,,,,,,,0,0,Rural
19029,"Cass County, Iowa",13130,13114.9999973919,,,,,,,,,2121.69909298219,4989.42323542036,3000.00120660091,3003.87646238842,0,10993.3009044097,0,0.838223477437734,,,,,,,,0,0,Rural
19031,"Cedar County, Iowa",18302,18427.000000005,,,,,,,,,,1644.96216427478,15925.6207373744,856.417098355855,0,18427.000000005,0,1,,,,,,,,0,0,Rural
19033,"Cerro Gordo County, Iowa",42406,42785.0000006383,,,,,,,,,19705.6585665208,16888.1747509712,4768.92992310085,1422.23676004548,0,23079.3414341175,0,0.539426000555643,,,,,,,,0,0,Rural
19035,"Cherokee County, Iowa",11605,11586.9999990615,,,,,,,,,1382.61716604991,3911.3879302009,4019.13691246519,2273.8579903455,0,10204.3828330116,0,0.880675138848546,,,,,,,,0,0,Rural
19037,"Chickasaw County, Iowa",11658,11868.0000000061,,,,,,,,,,,2740.56485314562,9127.43514686049,0,11868.0000000061,0,1,,,,,,,,0,0,Rural
19039,"Clarke County, Iowa",9588,9690.00000327315,,,,,,,,2607.37341467404,,3449.724580139,2973.81828217718,659.083726282917,0,7082.6265885991,0,0.7309212163268,,,,,,,,0,0,Rural
19041,"Clay County, Iowa",16511,16445.9999964377,,,,,,,,,8640.5721845959,3079.18702078895,3275.37100398139,1450.86978707142,0,7805.42781184176,0,0.474609498573056,,,,,,,,0,0,Small town
19043,"Clayton County, Iowa",16969,17069.0000029424,,,,,,,,,7.10487431474867,706.658692508218,5682.92663533804,10672.3098007813,0,17061.8951286276,0,0.999583755679095,,,,,,,,0,0,Rural
19045,"Clinton County, Iowa",46158,46382.9999350735,,,,,,,,22690.3342601236,,12554.5535676998,10960.9689089584,177.14319829167,0,23692.6656749499,0,0.510804943796535,,,,,,,,0,0,Rural
19047,"Crawford County, Iowa",16013,16288.9999986164,,,,,,,,,4820.74800945894,4130.85603140145,4465.77652348387,2871.61943427213,0,11468.2519891574,0,0.70404886672795,,,,,,,,0,0,Rural
19049,"Dallas County, Iowa",111092,104136.000100989,,,19608.3658690512,37294.3672201457,,,912.827331084088,3720.05765031401,,30348.4149261156,12251.9671042779,,56902.733089197,42600.3820303935,0.546427105266326,0.409084101454643,19780,"Des Moines-West Des Moines, IA",,,,,,0,1,Suburban
19051,"Davis County, Iowa",9169,9126.99999997936,,,,,,,,,,,1553.55164142667,7573.44835855269,0,9126.99999997936,0,1,,,,,,,,0,0,Rural
19053,"Decatur County, Iowa",7665,7668.99999771871,,,,,,,,,,,243.936486966451,7425.06351075226,0,7668.99999771871,0,1,,,,,,,,0,0,Rural
19055,"Delaware County, Iowa",17600,17549.0000018773,,,,,,,,2818.2480175577,,3560.76030916707,11018.774534666,151.217140486537,0,14730.7519843196,0,0.839406916789777,,,,,,,,0,0,Rural
19057,"Des Moines County, Iowa",38253,38596.9999401836,,,,,,,,,24497.583049089,6336.59386340113,5139.76769485925,2623.0553328342,0,14099.4168910946,0,0.365298259267441,,,,,,,,0,0,Small town
19059,"Dickinson County, Iowa",18056,17843.9999599131,,,,,,,,,7497.99434507465,6094.29735006163,4052.0408442694,199.667420507415,0,10346.0056148385,0,0.579803050777906,,,,,,,,0,0,Rural
19061,"Dubuque County, Iowa",98887,98947.9998826387,,,54736.4016340218,,,5214.22125526462,,,,20411.8312475029,18585.5457458494,,59950.6228892864,38997.3769933523,0.605880088131072,0.394119911868928,20220,"Dubuque, IA","Dubuque city, Iowa",58877,1,0,0,0,0,Small urban
19063,"Emmet County, Iowa",9229,9316.00003308051,,,,,,,,,2814.09136671,3466.5967477492,1428.23148357652,1607.08043504479,0,6501.90866637051,0,0.697929223194789,,,,,,,,0,0,Rural
19065,"Fayette County, Iowa",19210,19393.0000127551,,,,,,,,2130.7557074389,,4308.03757692553,2588.07112250447,10366.1356058862,0,17262.2443053162,0,0.890127586962437,,,,,,,,0,0,Rural
19067,"Floyd County, Iowa",15326,15502.0000048762,,,,,,,,,2710.79744881004,5574.59722239764,5221.43029013532,1995.17504353316,0,12791.2025560661,0,0.825132405627831,,,,,,,,0,0,Rural
19069,"Franklin County, Iowa",9875,9977.00000000302,,,,,,,,,,29.6623976196216,900.324181262456,9047.01342112094,0,9977.00000000302,0,1,,,,,,,,0,0,Rural
19071,"Fremont County, Iowa",6458,6570.0000025159,,,,,,,,,1.85892141311352,269.816849677007,5099.88607202821,1198.43815939756,0,6568.14108110278,0,0.999717059145753,,,,,,,,0,0,Rural
19073,"Greene County, Iowa",8584,8721.99999999873,,,,,,,,,,,772.737297228129,7949.2627027706,0,8721.99999999873,0,1,,,,,,,,0,0,Rural
19075,"Grundy County, Iowa",12384,12351.9999999998,,,,,,,,,,843.92355415325,10509.4087082656,998.667737580882,0,12351.9999999998,0,1,47940,"Waterloo-Cedar Falls, IA",,,,,,0,0,Rural
